x,y,c
-457,554,7
-595,497,7
-326,590,7
-249,295,7
-221,417,7
-548,290,7
-174,245,7
-326,182,7
-348,342,7
-216,189,7
-319,468,7
-356,223,7
-426,374,7
-552,372,7
-524,249,7
-545,292,7
-315,431,7
-224,443,7
-438,194,7
-123,196,7
-277,228,7
-246,416,7
-222,166,7
-424,138,7
-296,421,7
-597,434,7
-372,142,7
-231,154,7
-134,280,7
-433,555,7
-492,562,7
-242,439,7
-557,553,7
-489,508,7
-281,413,7
-191,473,7
-441,520,7
-471,108,7
-348,236,7
-267,223,7
-168,304,7
-542,222,7
-409,247,7
-494,581,7
-437,554,7
-205,199,7
-261,428,7
-485,553,7
-183,124,7
-221,277,7
-420,560,7
-469,552,7
-253,359,7
-452,112,7
-135,520,7
-143,473,7
-149,270,7
-388,455,7
-209,324,7
-352,252,7
-432,283,7
-538,573,7
-201,491,7
-411,206,7
-385,419,7
-541,397,7
-132,385,7
-588,165,7
-114,553,7
-200,548,7
-318,375,7
-173,204,7
-599,286,7
-118,151,7
-176,410,7
-284,299,7
-204,551,7
-160,124,7
-485,304,7
-176,421,7
-174,193,7
-166,489,7
-331,515,7
-337,187,7
-289,596,7
-433,317,7
-258,581,7
-583,156,7
-546,111,7
-389,119,7
-358,595,7
-510,198,7
-405,237,7
-140,545,7
-269,251,7
-591,536,7
-373,161,7
-235,494,7
-531,440,7
-402,453,7
-421,207,7
-235,150,7
-458,194,7
-288,561,7
-350,486,7
-410,340,7
-204,252,7
-468,535,7
-386,267,7
-177,282,7
-156,345,7
-165,415,7
-376,186,7
-169,520,7
-231,345,7
-261,548,7
-164,242,7
-155,211,7
-589,400,7
-252,274,7
-127,197,7
-133,511,7
-585,245,7
-505,570,7
-396,451,7
-124,359,7
-373,271,7
-472,500,7
-328,107,7
-538,522,7
-187,592,7
-247,544,7
-198,222,7
-592,111,7
-167,539,7
-454,181,7
-233,417,7
-433,266,7
-419,313,7
-551,149,7
-529,267,7
-292,359,7
-579,178,7
-234,113,7
-201,280,7
-348,414,7
-213,411,7
-214,389,7
-217,155,7
-416,140,7
-587,220,7
-125,226,7
-120,114,7
-371,484,7
-495,355,7
-121,486,7
-170,486,7
-219,205,7
-352,377,7
-162,429,7
-406,176,7
-448,589,7
-111,379,7
-294,364,7
-373,492,7
-453,451,7
-205,514,7
-411,217,7
-325,172,7
-343,100,7
-140,334,7
-431,204,7
-388,487,7
-306,157,7
-299,110,7
-487,458,7
-139,128,7
-553,339,7
-380,457,7
-338,373,7
-201,153,7
-535,233,7
-353,486,7
-135,421,7
-169,368,7
-502,528,7
-519,504,7
-534,381,7
-287,221,7
-324,324,7
-366,401,7
-500,315,7
-371,519,7
-434,600,7
-553,232,7
-468,154,7
-252,223,7
-531,297,7
-158,305,7
-154,172,7
-429,509,7
-477,430,7
-560,173,7
-227,126,7
-207,137,7
-316,121,7
-290,345,7
-190,265,7
-140,518,7
-229,435,7
-377,505,7
-415,522,7
-175,138,7
-160,350,7
-264,354,7
-276,564,7
-451,326,7
-306,583,7
-421,236,7
-597,171,7
-228,288,7
-303,467,7
-292,469,7
-577,173,7
-110,316,7
-178,245,7
-175,171,7
-489,363,7
-448,397,7
-252,445,7
-408,384,7
-156,167,7
-342,166,7
-108,183,7
-153,288,7
-424,518,7
-381,279,7
-130,439,7
-503,559,7
-112,100,7
-221,229,7
-122,175,7
-116,186,7
-249,530,7
-208,239,7
-443,345,7
-455,213,7
-411,532,7
-370,393,7
-304,567,7
-480,129,7
-184,539,7
-120,464,7
-286,387,7
-487,544,7
-374,143,7
-287,237,7
-303,429,7
-421,251,7
-305,573,7
-470,155,7
-300,186,7
-589,362,7
-595,528,7
-181,130,7
-184,251,7
-411,363,7
-373,489,7
-390,591,7
-600,588,7
-113,108,7
-598,178,7
-288,118,7
-502,560,7
-277,296,7
-447,237,7
-119,365,7
-154,167,7
-142,386,7
-148,336,7
-591,493,7
-533,456,7
-232,580,7
-122,388,7
-257,311,7
-532,320,7
-400,448,7
-190,181,7
-182,362,7
-100,232,7
-237,506,7
-398,555,7
-563,241,7
-143,443,7
-123,214,7
-323,406,7
-205,205,7
-325,208,7
-192,236,7
-422,131,7
-544,587,7
-527,550,7
-232,455,7
-139,491,7
-258,229,7
-498,590,7
-174,242,7
-295,486,7
-306,232,7
-457,589,7
-313,599,7
-235,140,7
-563,460,7
-210,284,7
-496,191,7
-278,230,7
-431,287,7
-141,100,7
-574,456,7
-353,316,7
-119,477,7
-317,213,7
-486,163,7
-233,310,7
-113,155,7
-384,103,7
-428,428,7
-536,302,7
-419,382,7
-136,522,7
-372,251,7
-110,124,7
-466,496,7
-421,495,7
-522,457,7
-358,423,7
-477,513,7
-114,386,7
-177,434,7
-577,188,7
-146,213,7
-404,325,7
-486,491,7
-588,464,7
-108,369,7
-150,227,7
-508,484,7
-126,419,7
-341,391,7
-430,562,7
-262,496,7
-316,324,7
-469,519,7
-231,139,7
-378,150,7
-164,405,7
-435,264,7
-326,234,7
-548,510,7
-382,498,7
-418,550,7
-514,538,7
-461,525,7
-391,473,7
-237,464,7
-530,223,7
-480,508,7
-410,228,7
-133,293,7
-576,182,7
-562,600,7
-556,192,7
-146,576,7
-410,289,7
-320,130,7
-384,417,7
-115,337,7
-386,594,7
-593,548,7
-145,191,7
-365,174,7
-288,254,7
-128,413,7
-346,107,7
-162,194,7
-112,104,7
-226,519,7
-284,549,7
-326,260,7
-320,348,7
-476,222,7
-426,235,7
-161,174,7
-522,148,7
-237,167,7
-361,333,7
-384,350,7
-408,283,7
-537,363,7
-581,142,7
-140,562,7
-530,413,7
-310,317,7
-284,314,7
-271,579,7
-381,317,7
-106,588,7
-233,520,7
-336,512,7
-425,382,7
-452,382,7
-584,254,7
-376,403,7
-509,261,7
-592,224,7
-456,438,7
-408,233,7
-154,252,7
-408,137,7
-200,223,7
-223,378,7
-201,193,7
-532,387,7
-103,412,7
-525,325,7
-177,485,7
-357,204,7
-327,196,7
-274,375,7
-191,369,7
-486,235,7
-178,349,7
-137,214,7
-582,586,7
-501,474,7
-371,545,7
-314,151,7
-235,120,7
-251,576,7
-393,430,7
-580,307,7
-132,533,7
-200,471,7
-189,150,7
-199,335,7
-200,598,7
-389,182,7
-600,325,7
-479,511,7
-136,484,7
-498,334,7
-506,104,7
-436,282,7
-145,181,7
-237,236,7
-440,318,7
-262,546,7
-256,400,7
-454,359,7
-237,319,7
-288,580,7
-583,467,7
-323,409,7
-130,292,7
-242,398,7
-212,313,7
-388,271,7
-287,221,7
-578,306,7
-210,179,7
-471,247,7
-525,166,7
-409,268,7
-281,315,7
-431,365,7
-180,157,7
-153,263,7
-234,104,7
-504,428,7
-385,441,7
-552,480,7
-303,381,7
-333,413,7
-343,397,7
-257,391,7
-562,211,7
-419,204,7
-521,219,7
-174,123,7
-434,166,7
-159,148,7
-373,276,7
-475,182,7
-593,412,7
-292,459,7
-302,122,7
-405,238,7
-401,206,7
-546,565,7
-426,547,7
-143,382,7
-206,398,7
-447,148,7
-207,258,7
-442,242,7
-560,251,7
-423,248,7
-241,284,7
-207,313,7
-185,532,7
-407,261,7
-380,221,7
-254,213,7
-455,277,7
-500,140,7
-482,589,7
-130,215,7
-589,395,7
-458,237,7
-164,318,7
-483,337,7
-366,513,7
-569,450,7
-492,522,7
-453,441,7
-331,188,7
-444,508,7
-205,334,7
-593,104,7
-384,352,7
-209,100,7
-386,238,7
-558,288,7
-122,466,7
-290,395,7
-572,310,7
-432,215,7
-469,578,7
-594,125,7
-239,443,7
-438,460,7
-341,531,7
-147,365,7
-227,306,7
-593,461,7
-167,408,7
-241,126,7
-294,378,7
-223,464,7
-545,338,7
-193,567,7
-113,105,7
-514,328,7
-521,408,7
-351,545,7
-450,574,7
-442,386,7
-309,402,7
-237,498,7
-597,256,7
-527,447,7
-558,555,7
-373,469,7
-532,119,7
-320,275,7
-142,527,7
-192,188,7
-278,204,7
-581,539,7
-133,152,7
-433,110,7
-252,218,7
-528,570,7
-247,586,7
-107,285,7
-539,519,7
-286,566,7
-183,262,7
-374,272,7
-541,468,7
-367,514,7
-447,200,7
-291,476,7
-130,564,7
-153,483,7
-480,253,7
-224,164,7
-249,516,7
-538,130,7
-333,525,7
-286,563,7
-330,129,7
-325,451,7
-140,264,7
-504,152,7
-530,214,7
-259,493,7
-356,288,7
-531,261,7
-290,261,7
-517,557,7
-397,548,7
-177,353,7
-339,498,7
-349,351,7
-372,303,7
-556,492,7
-505,167,7
-495,539,7
-165,489,7
-577,315,7
-191,441,7
-352,123,7
-595,296,7
-459,109,7
-229,370,7
-289,100,7
-582,304,7
-572,409,7
-123,375,7
-265,507,7
-357,462,7
-200,576,7
-415,103,7
-385,112,7
-139,357,7
-261,284,7
-497,409,7
-295,552,7
-114,461,7
-593,408,7
-469,500,7
-127,413,7
-553,460,7
-347,491,7
-190,386,7
-340,100,7
-570,563,7
-319,435,7
-117,391,7
-241,441,7
-359,353,7
-149,486,7
-333,319,7
-595,564,7
-291,510,7
-117,382,7
-369,256,7
-464,469,7
-189,485,7
-527,507,7
-445,439,7
-189,380,7
-272,290,7
-263,532,7
-251,361,7
-313,148,7
-113,286,7
-355,446,7
-492,328,7
-162,582,7
-308,217,7
-217,114,7
-525,484,7
-299,312,7
-242,243,7
-416,554,7
-555,363,7
-254,462,7
-218,582,7
-142,314,7
-249,448,7
-263,151,7
-241,557,7
-287,488,7
-204,358,7
-119,238,7
-141,431,7
-212,107,7
-226,135,7
-271,412,7
-204,137,7
-312,162,7
-363,383,7
-549,590,7
-116,228,7
-241,367,7
-352,269,7
-485,589,7
-264,222,7
-267,531,7
-104,553,7
-274,290,7
-505,145,7
-219,471,7
-523,407,7
-344,508,7
-108,522,7
-104,109,7
-556,476,7
-276,428,7
-259,378,7
-169,593,7
-132,376,7
-546,300,7
-255,260,7
-264,466,7
-124,300,7
-127,286,7
-277,347,7
-171,204,7
-137,329,7
-225,126,7
-361,272,7
-371,395,7
-579,105,7
-172,597,7
-516,334,7
-351,134,7
-358,229,7
-119,127,7
-590,361,7
-290,515,7
-595,413,7
-413,575,7
-597,594,7
-125,384,7
-356,121,7
-576,565,7
-504,193,7
-563,303,7
-163,476,7
-369,111,7
-476,248,7
-444,446,7
-160,382,7
-506,409,7
-241,450,7
-585,148,7
-414,182,7
-239,361,7
-165,509,7
-214,274,7
-524,175,7
-368,510,7
-514,499,7
-272,586,7
-473,111,7
-477,542,7
-343,457,7
-113,283,7
-556,571,7
-275,189,7
-512,183,7
-536,408,7
-135,512,7
-381,370,7
-111,371,7
-137,340,7
-476,151,7
-447,358,7
-313,249,7
-139,174,7
-138,165,7
-199,457,7
-374,411,7
-204,327,7
-140,487,7
-188,148,7
-130,169,7
-489,273,7
-508,353,7
-555,328,7
-375,479,7
-164,451,7
-435,524,7
-393,169,7
-460,595,7
-407,562,7
-497,197,7
-318,593,7
-407,217,7
-539,373,7
-199,238,7
-179,286,7
-421,228,7
-213,110,7
-339,303,7
-219,272,7
-135,320,7
-376,221,7
-556,382,7
-188,510,7
-399,513,7
-327,312,7
-515,134,7
-548,329,7
-511,533,7
-346,549,7
-463,297,7
-113,412,7
-176,150,7
-101,517,7
-255,202,7
-120,531,7
-245,491,7
-561,423,7
-564,577,7
-351,428,7
-356,357,7
-484,138,7
-403,423,7
-126,518,7
-599,306,7
-367,577,7
-301,553,7
-515,517,7
-578,462,7
-382,431,7
-316,589,7
-105,351,7
-110,123,7
-200,147,7
-119,280,7
-270,248,7
-268,297,7
-462,425,7
-289,541,7
-181,438,7
-272,118,7
-218,237,7
-143,561,7
-430,599,7
-274,383,7
-365,300,7
-250,578,7
-478,396,7
-312,430,7
-369,158,7
-284,113,7
-281,201,7
-336,348,7
-522,418,7
-504,127,7
-507,465,7
-119,134,7
-102,533,7
-275,456,7
-577,560,7
-504,171,7
-424,574,7
-583,235,7
-380,145,7
-301,304,7
-192,367,7
-368,345,7
-380,530,7
-505,329,7
-157,386,7
-157,183,7
-120,322,7
-452,290,7
-465,232,7
-230,510,7
-490,394,7
-584,141,7
-560,363,7
-521,288,7
-253,105,7
-268,132,7
-482,111,7
-316,452,7
-461,191,7
-176,382,7
-479,146,7
-292,446,7
-198,366,7
-564,191,7
-283,246,7
-336,196,7
-362,184,7
-144,269,7
-110,302,7
-135,233,7
-431,140,7
-276,459,7
-245,481,7
-344,105,7
-231,275,7
-316,326,7
-200,235,7
-348,425,7
-452,127,7
-451,596,7
-579,322,7
-232,364,7
-597,559,7
-106,206,7
-436,430,7
-420,271,7
-262,112,7
-116,341,7
-315,194,7
-316,313,7
-341,347,7
-419,254,7
-554,119,7
-187,349,7
-504,266,7
-313,275,7
-238,455,7
-394,381,7
-261,580,7
-426,125,7
-305,138,7
-594,497,7
-463,423,7
-156,542,7
-426,466,7
-231,138,7
-179,506,7
-385,336,7
-354,347,7
-303,412,7
-196,253,7
-515,587,7
-236,367,7
-331,410,7
-258,289,7
-314,568,7
-214,163,7
-348,444,7
-402,316,7
-480,116,7
-312,543,7
-393,551,7
-251,212,7
-453,567,7
-350,344,7
-490,291,7
-500,125,7
-261,219,7
-503,295,7
-499,397,7
-375,475,7
-181,178,7
-120,511,7
-107,253,7
-588,248,7
-203,105,7
-130,275,7
-236,258,7
-209,291,7
-207,227,7
-329,583,7
-347,581,7
-233,583,7
-119,149,7
-317,199,7
-367,476,7
-415,522,7
-248,477,7
-265,258,7
-558,190,7
-140,159,7
-253,216,7
-334,100,7
-114,175,7
-595,242,7
-117,529,7
-465,423,7
-205,245,7
-336,235,7
-385,118,7
-231,492,7
-272,266,7
-777,441,8
-950,214,8
-1137,388,8
-778,160,8
-774,459,8
-1137,415,8
-854,426,8
-730,208,8
-830,480,8
-1059,142,8
-765,491,8
-719,440,8
-840,177,8
-1040,594,8
-1164,595,8
-964,494,8
-1044,550,8
-954,420,8
-1131,297,8
-777,564,8
-753,239,8
-1003,366,8
-722,132,8
-950,440,8
-845,245,8
-899,230,8
-794,518,8
-774,474,8
-1044,246,8
-1046,214,8
-1037,433,8
-713,505,8
-710,310,8
-1189,429,8
-874,595,8
-975,219,8
-740,487,8
-718,456,8
-1029,442,8
-912,569,8
-769,404,8
-995,316,8
-1130,305,8
-1197,137,8
-898,316,8
-945,173,8
-756,368,8
-806,522,8
-1141,336,8
-879,455,8
-1174,571,8
-932,276,8
-1151,542,8
-1040,497,8
-1156,162,8
-774,361,8
-755,581,8
-1005,379,8
-802,180,8
-709,306,8
-1126,365,8
-798,401,8
-775,496,8
-1166,120,8
-994,446,8
-794,296,8
-1170,579,8
-1068,393,8
-1121,119,8
-1187,161,8
-984,349,8
-967,408,8
-960,454,8
-1045,414,8
-1089,356,8
-1044,111,8
-1002,134,8
-1010,193,8
-717,130,8
-1107,513,8
-1068,313,8
-960,248,8
-1074,565,8
-982,431,8
-990,199,8
-1041,458,8
-953,506,8
-833,100,8
-909,316,8
-1087,107,8
-991,420,8
-898,588,8
-891,131,8
-1169,568,8
-1001,534,8
-941,551,8
-716,503,8
-819,256,8
-729,328,8
-1020,357,8
-833,201,8
-767,468,8
-892,533,8
-826,489,8
-814,333,8
-1011,186,8
-768,234,8
-929,462,8
-1017,231,8
-802,140,8
-912,185,8
-967,481,8
-1090,300,8
-906,120,8
-1052,428,8
-815,279,8
-925,173,8
-869,481,8
-793,206,8
-880,170,8
-897,249,8
-787,285,8
-843,358,8
-1069,440,8
-1040,108,8
-994,233,8
-1051,130,8
-740,337,8
-765,499,8
-859,402,8
-825,341,8
-984,223,8
-929,369,8
-951,201,8
-1067,253,8
-807,519,8
-781,341,8
-771,297,8
-935,118,8
-778,407,8
-1197,348,8
-978,491,8
-1058,311,8
-892,119,8
-1151,121,8
-784,420,8
-1084,562,8
-859,255,8
-1184,361,8
-1013,517,8
-1158,496,8
-823,420,8
-887,371,8
-1164,448,8
-1154,212,8
-1087,216,8
-866,325,8
-847,205,8
-1165,434,8
-709,543,8
-784,394,8
-745,346,8
-911,444,8
-974,286,8
-721,268,8
-806,170,8
-760,169,8
-882,112,8
-742,188,8
-715,574,8
-1091,264,8
-996,417,8
-807,313,8
-760,467,8
-971,299,8
-935,378,8
-1114,275,8
-905,196,8
-822,264,8
-1182,189,8
-1065,272,8
-916,333,8
-710,346,8
-862,175,8
-854,206,8
-1020,542,8
-1050,432,8
-1012,276,8
-991,353,8
-993,150,8
-800,109,8
-1007,308,8
-893,112,8
-920,169,8
-916,127,8
-832,523,8
-729,168,8
-1124,371,8
-1025,479,8
-1172,511,8
-1139,505,8
-1108,223,8
-868,400,8
-881,310,8
-838,409,8
-999,471,8
-1004,375,8
-1162,246,8
-927,234,8
-1171,486,8
-838,419,8
-1195,233,8
-738,438,8
-897,347,8
-818,426,8
-737,364,8
-1002,119,8
-993,531,8
-995,389,8
-1184,121,8
-1026,369,8
-1069,587,8
-715,152,8
-932,133,8
-753,447,8
-1047,488,8
-986,369,8
-991,463,8
-1147,416,8
-908,324,8
-1126,257,8
-838,292,8
-984,230,8
-885,317,8
-774,465,8
-978,324,8
-1118,225,8
-947,272,8
-888,427,8
-896,580,8
-1187,519,8
-803,524,8
-760,438,8
-843,160,8
-1062,208,8
-875,464,8
-1092,187,8
-805,192,8
-950,453,8
-990,450,8
-712,502,8
-767,529,8
-783,359,8
-867,405,8
-856,361,8
-712,108,8
-820,256,8
-948,360,8
-888,101,8
-1129,112,8
-956,269,8
-967,523,8
-897,556,8
-1009,275,8
-1086,233,8
-901,235,8
-969,544,8
-864,520,8
-972,138,8
-804,401,8
-1114,569,8
-1121,152,8
-983,584,8
-748,163,8
-1065,128,8
-761,179,8
-875,379,8
-785,345,8
-916,484,8
-741,424,8
-1022,217,8
-1139,403,8
-866,574,8
-843,164,8
-749,481,8
-941,303,8
-945,386,8
-888,356,8
-836,421,8
-772,338,8
-1187,476,8
-1167,115,8
-872,513,8
-898,543,8
-800,388,8
-1164,446,8
-1185,157,8
-1163,550,8
-930,296,8
-955,527,8
-740,585,8
-816,316,8
-842,452,8
-925,309,8
-904,514,8
-837,467,8
-753,408,8
-891,331,8
-822,338,8
-713,502,8
-984,108,8
-1192,543,8
-998,536,8
-984,437,8
-844,436,8
-1086,107,8
-892,306,8
-1111,542,8
-842,481,8
-749,448,8
-837,521,8
-1089,132,8
-896,181,8
-721,313,8
-895,453,8
-965,254,8
-833,529,8
-843,380,8
-727,516,8
-1090,185,8
-1046,467,8
-929,524,8
-768,179,8
-717,497,8
-752,295,8
-1063,490,8
-1107,142,8
-1065,310,8
-1001,376,8
-727,442,8
-1095,513,8
-737,436,8
-860,123,8
-929,482,8
-1112,376,8
-903,103,8
-1029,456,8
-1159,454,8
-892,330,8
-711,271,8
-1149,524,8
-1033,344,8
-1004,106,8
-971,199,8
-1007,112,8
-704,544,8
-716,374,8
-1145,239,8
-766,500,8
-925,128,8
-787,458,8
-1101,554,8
-770,422,8
-1011,174,8
-1155,246,8
-861,575,8
-1119,243,8
-900,134,8
-858,405,8
-943,159,8
-954,412,8
-1002,102,8
-1022,330,8
-712,531,8
-713,560,8
-779,585,8
-891,534,8
-1174,575,8
-965,166,8
-958,427,8
-836,495,8
-1083,496,8
-776,502,8
-829,420,8
-1174,547,8
-915,580,8
-805,209,8
-809,593,8
-763,546,8
-1191,413,8
-796,572,8
-729,349,8
-968,584,8
-722,227,8
-755,264,8
-1055,518,8
-857,494,8
-941,437,8
-1077,507,8
-714,383,8
-830,252,8
-1154,108,8
-922,176,8
-881,184,8
-804,445,8
-737,261,8
-799,213,8
-1028,558,8
-1013,112,8
-1076,444,8
-1098,426,8
-706,210,8
-949,132,8
-765,511,8
-1064,291,8
-922,381,8
-767,289,8
-1086,129,8
-951,104,8
-799,194,8
-845,558,8
-897,160,8
-772,394,8
-751,465,8
-842,127,8
-1126,524,8
-724,470,8
-869,160,8
-803,401,8
-1102,575,8
-716,414,8
-1197,238,8
-1149,221,8
-1003,427,8
-1073,388,8
-1199,202,8
-1188,490,8
-937,600,8
-1061,458,8
-906,502,8
-909,111,8
-1069,588,8
-970,114,8
-1125,512,8
-1174,557,8
-968,228,8
-728,581,8
-700,309,8
-828,343,8
-1156,572,8
-769,594,8
-812,433,8
-1061,228,8
-1057,231,8
-954,355,8
-1156,430,8
-1090,192,8
-920,390,8
-992,504,8
-845,352,8
-1081,584,8
-956,110,8
-809,164,8
-911,448,8
-1091,211,8
-706,398,8
-745,537,8
-1058,585,8
-895,298,8
-888,398,8
-745,357,8
-886,177,8
-1161,568,8
-738,183,8
-703,207,8
-837,178,8
-967,302,8
-1079,525,8
-895,482,8
-1056,417,8
-1014,452,8
-913,563,8
-701,485,8
-1109,522,8
-1160,184,8
-1162,504,8
-1177,432,8
-906,119,8
-821,180,8
-1167,314,8
-707,262,8
-713,319,8
-985,347,8
-1023,145,8
-1187,540,8
-863,130,8
-1143,509,8
-822,477,8
-711,371,8
-720,405,8
-1023,492,8
-796,430,8
-1075,384,8
-1024,367,8
-990,258,8
-769,427,8
-703,123,8
-888,110,8
-824,321,8
-767,288,8
-1091,314,8
-731,167,8
-1150,365,8
-1133,536,8
-779,368,8
-967,491,8
-1100,567,8
-703,494,8
-919,598,8
-1099,194,8
-923,255,8
-990,215,8
-1077,490,8
-770,570,8
-773,423,8
-993,111,8
-1151,195,8
-1099,469,8
-795,485,8
-1185,207,8
-850,320,8
-976,195,8
-862,555,8
-903,253,8
-899,444,8
-980,476,8
-1173,557,8
-1036,587,8
-1076,498,8
-1031,594,8
-707,557,8
-732,578,8
-828,508,8
-981,353,8
-955,190,8
-989,511,8
-1026,257,8
-864,519,8
-899,578,8
-704,232,8
-781,462,8
-994,148,8
-805,240,8
-789,262,8
-1184,495,8
-1101,446,8
-1005,409,8
-864,345,8
-991,185,8
-742,247,8
-985,221,8
-1174,303,8
-890,437,8
-755,206,8
-790,354,8
-967,158,8
-1022,210,8
-1014,445,8
-734,107,8
-1075,165,8
-788,490,8
-1157,146,8
-1021,188,8
-1200,168,8
-838,552,8
-1004,438,8
-1173,447,8
-702,438,8
-1049,151,8
-830,551,8
-1067,213,8
-1131,168,8
-912,363,8
-740,359,8
-1016,165,8
-1187,181,8
-1017,547,8
-1039,552,8
-1061,137,8
-806,418,8
-797,237,8
-1126,588,8
-1066,198,8
-959,176,8
-1024,509,8
-727,234,8
-1042,548,8
-862,359,8
-1088,159,8
-966,231,8
-734,393,8
-993,216,8
-904,578,8
-997,238,8
-748,557,8
-1000,287,8
-1136,548,8
-1091,271,8
-1078,270,8
-900,504,8
-910,106,8
-1128,576,8
-970,169,8
-766,348,8
-946,483,8
-727,505,8
-1019,118,8
-1035,391,8
-1105,433,8
-990,406,8
-1105,572,8
-1074,466,8
-813,240,8
-1134,353,8
-1004,485,8
-1168,218,8
-936,372,8
-848,152,8
-1185,205,8
-1016,529,8
-850,183,8
-959,409,8
-920,534,8
-739,122,8
-1029,577,8
-700,331,8
-1017,479,8
-734,284,8
-711,116,8
-923,543,8
-896,582,8
-828,557,8
-868,268,8
-869,332,8
-952,386,8
-727,138,8
-726,349,8
-779,375,8
-1093,367,8
-933,247,8
-1004,319,8
-808,207,8
-1136,564,8
-1165,591,8
-792,518,8
-876,415,8
-1184,563,8
-1147,350,8
-905,160,8
-832,168,8
-919,530,8
-861,353,8
-775,351,8
-776,159,8
-742,589,8
-898,249,8
-1002,280,8
-819,184,8
-875,436,8
-998,473,8
-778,254,8
-1054,242,8
-1030,127,8
-1057,505,8
-769,535,8
-700,275,8
-1052,249,8
-1150,374,8
-791,545,8
-1020,249,8
-1060,564,8
-778,494,8
-1177,578,8
-979,230,8
-1063,159,8
-702,194,8
-876,596,8
-1087,347,8
-781,506,8
-1112,234,8
-723,402,8
-1160,168,8
-866,269,8
-1196,271,8
-914,200,8
-858,586,8
-817,128,8
-820,243,8
-1004,109,8
-977,543,8
-771,413,8
-1112,225,8
-1108,412,8
-1148,164,8
-1062,328,8
-812,262,8
-713,390,8
-876,347,8
-901,213,8
-904,458,8
-879,473,8
-722,484,8
-1088,600,8
-968,128,8
-982,304,8
-776,377,8
-1088,191,8
-737,316,8
-1031,453,8
-770,558,8
-992,407,8
-1014,195,8
-1139,361,8
-1150,183,8
-944,382,8
-995,472,8
-925,395,8
-1050,489,8
-994,207,8
-1008,593,8
-874,470,8
-937,327,8
-1157,598,8
-934,560,8
-778,274,8
-994,434,8
-1149,356,8
-725,300,8
-1078,461,8
-730,333,8
-841,476,8
-1042,520,8
-1134,574,8
-781,129,8
-1107,532,8
-1079,102,8
-720,150,8
-916,203,8
-987,476,8
-1053,386,8
-1088,315,8
-738,291,8
-755,280,8
-996,416,8
-894,256,8
-929,363,8
-855,107,8
-983,517,8
-1015,453,8
-806,508,8
-1091,533,8
-858,198,8
-994,122,8
-701,256,8
-1184,366,8
-1049,263,8
-949,201,8
-882,173,8
-916,221,8
-1051,244,8
-1053,200,8
-919,302,8
-1060,308,8
-815,465,8
-911,239,8
-883,500,8
-1009,259,8
-904,403,8
-1145,263,8
-853,112,8
-771,287,8
-1176,533,8
-1164,246,8
-1177,386,8
-1188,291,8
-737,328,8
-1150,202,8
-749,468,8
-774,397,8
-1113,476,8
-1054,431,8
-1025,412,8
-818,502,8
-994,343,8
-834,530,8
-963,438,8
-726,285,8
-895,149,8
-1104,328,8
-835,600,8
-995,189,8
-972,252,8
-745,154,8
-815,488,8
-1177,271,8
-828,131,8
-901,182,8
-1034,476,8
-766,438,8
-961,152,8
-905,166,8
-1144,520,8
-963,491,8
-846,194,8
-843,323,8
-904,370,8
-1188,348,8
-1045,149,8
-855,199,8
-1098,260,8
-790,583,8
-1100,389,8
-832,182,8
-710,345,8
-858,102,8
-989,544,8
-1139,436,8
-1178,414,8
-849,395,8
-1199,477,8
-825,482,8
-891,449,8
-954,142,8
-851,189,8
-757,134,8
-768,565,8
-1146,290,8
-962,233,8
-877,214,8
-1020,173,8
-1200,250,8
-903,106,8
-809,525,8
-762,107,8
-971,132,8
-1183,506,8
-973,439,8
-761,161,8
-982,332,8
-808,565,8
-792,254,8
-1106,276,8
-1117,246,8
-806,225,8
-995,456,8
-993,421,8
-1089,598,8
-1011,249,8
-762,314,8
-819,382,8
-762,515,8
-1160,354,8
-990,429,8
-1065,354,8
-1087,544,8
-1186,394,8
-747,266,8
-1054,262,8
-936,295,8
-794,230,8
-806,571,8
-770,303,8
-748,133,8
-1119,566,8
-1081,334,8
-925,308,8
-1141,381,8
-774,280,8
-1096,312,8
-1169,117,8
-1035,100,8
-991,518,8
-1152,523,8
-1109,195,8
-704,178,8
-1071,112,8
-1101,215,8
-975,457,8
-884,321,8
-746,598,8
-1105,159,8
-1023,427,8
-769,286,8
-1008,555,8
-762,184,8
-992,322,8
-824,270,8
-1058,109,8
-811,534,8
-1077,292,8
-1192,400,8
-765,474,8
-1183,120,8
-719,490,8
-1127,131,8
-705,216,8
-1000,523,8
-1017,409,8
-1159,123,8
-759,388,8
-1126,291,8
-931,505,8
-1174,579,8
-1054,253,8
-1023,240,8
-1138,496,8
-1129,334,8
-1104,175,8
-848,226,8
-819,439,8
-926,426,8
-880,349,8
-739,577,8
-938,513,8
-825,129,8
-1037,586,8
-1192,210,8
-1157,282,8
-1046,372,8
-861,547,8
-982,119,8
-932,458,8
-769,507,8
-941,332,8
-1047,403,8
-829,321,8
-989,550,8
-920,101,8
-861,494,8
-799,268,8
-971,111,8
-1060,307,8
-900,175,8
-1056,244,8
-1174,540,8
-740,548,8
-741,240,8
-1100,271,8
-1161,167,8
-1028,374,8
-944,447,8
-964,584,8
-1120,306,8
-760,449,8
-764,311,8
-1025,132,8
-1113,587,8
-1176,566,8
-1088,498,8
-1195,260,8
-826,534,8
-861,573,8
-705,177,8
-753,312,8
-1067,188,8
-1013,547,8
-1014,408,8
-861,134,8
-970,277,8
-1044,196,8
-711,164,8
