x,y,cluster
70.7364,79.5497,2
32.2688,16.9818,7
89.7735,4.27203,6
12.5598,63.3758,4
24.214,88.8322,8
4.07374,5.96637,3
0.892345,20.1794,3
34.81,63.2926,5
54.8565,89.7978,0
46.7949,28.2705,7
15.5608,69.9683,8
49.0076,74.3416,0
85.4686,58.0213,9
79.534,74.1694,2
34.4657,9.99094,7
49.7989,5.20212,1
89.5407,82.0677,2
22.1839,79.3142,8
86.3397,34.7436,6
42.6899,10.5537,7
23.5758,46.7637,4
16.5201,24.4681,3
66.9431,51.33,5
87.7608,21.7996,6
41.1279,34.5557,7
50.0701,56.6887,5
4.524,99.0777,8
31.0303,89.9926,0
57.099,10.5644,1
64.162,91.5648,2
20.5553,13.9609,3
96.7669,10.096,6
96.0286,18.9508,6
89.4101,82.3683,2
53.6944,32.1,1
92.922,77.2702,2
78.8637,9.44203,6
1.73834,45.8068,4
60.7721,89.4991,0
67.6064,1.89995,1
24.0548,17.6765,3
58.5887,28.5788,1
16.7542,89.619,8
18.5714,73.8532,8
0.183352,82.7335,8
65.418,20.7387,1
96.6944,62.1849,9
30.8346,92.723,8
81.1356,20.2447,6
75.0913,34.83,9
52.3448,68.0133,0
12.1002,31.2085,3
77.4553,13.8386,6
77.0152,38.2274,9
3.33768,44.6216,4
40.1273,27.3925,7
62.2981,98.716,0
55.9714,79.0523,0
88.335,74.5428,2
52.9055,88.5183,0
57.2763,18.3235,1
9.25697,53.9706,4
80.5084,40.0916,9
46.6936,61.644,5
60.3363,21.7849,1
96.4741,12.6811,6
89.7981,8.57428,6
43.8895,67.2534,0
22.4128,20.9048,3
5.48076,25.7505,3
65.5263,45.6081,5
53.143,27.8244,1
44.3241,9.11438,7
6.87669,32.659,3
83.6572,59.7822,9
21.1773,40.9334,4
78.1058,30.4343,6
94.9041,58.6142,9
70.5259,41.5977,9
20.2583,30.8622,3
63.3825,16.7323,1
43.5433,53.1806,5
25.3066,87.4329,8
20.434,47.7194,4
8.33762,25.9148,3
73.4699,73.864,2
71.5229,26.613,1
1.68835,15.8469,3
35.7273,8.56505,7
48.5059,19.3845,7
68.3473,69.6833,2
60.318,46.4531,5
0.117558,55.2221,4
5.06728,70.6435,8
96.8197,25.3255,6
1.50567,60.2022,4
42.0579,45.049,5
13.3829,67.3645,4
32.4818,33.8169,7
15.0839,40.8195,4
59.7317,88.5538,0
14.6834,31.2545,3
15.1668,16.3718,3
47.1015,50.8941,5
24.9368,95.6074,8
70.2787,93.2841,2
65.2907,30.5967,1
39.7372,65.4082,0
85.8187,44.8044,9
36.0517,82.6384,0
70.13,37.5573,9
42.8407,12.1878,7
82.6063,56.2235,9
79.5523,15.0882,6
90.0404,94.6362,2
55.9076,49.7721,5
83.19,70.591,2
81.0267,98.3568,2
86.9628,28.1281,6
49.2509,11.8996,1
23.7355,19.5296,3
5.1837,89.0262,8
50.1263,44.9209,5
54.4344,35.945,5
89.7253,90.486,2
18.5834,59.8553,4
28.0434,61.4241,4
72.0431,10.6497,1
17.6477,51.5954,4
25.7378,7.6881,3
46.2316,81.6454,0
57.4602,29.4216,1
52.2365,38.4869,5
27.7783,39.1993,4
66.615,77.0293,2
51.0989,90.3505,0
96.5589,56.2826,9
79.3766,46.6852,9
1.20343,33.811,3
82.6302,90.9287,2
24.297,1.21359,3
50.784,52.3404,5
62.6377,22.8271,1
62.9901,80.2854,0
74.4225,88.7279,2
87.9735,20.6541,6
70.3733,45.4337,9
50.0757,22.6098,7
83.9206,77.854,2
61.809,50.5355,5
54.8833,12.9079,1
40.886,51.4422,5
69.1905,20.2627,1
98.1273,70.3939,2
54.0737,80.7575,0
61.3226,78.3707,0
81.9711,12.1067,6
30.7111,44.6088,4
34.9338,93.7012,0
24.8942,9.35635,3
82.4291,12.8676,6
30.0105,52.8024,4
58.3013,80.0861,0
75.4122,42.2219,9
57.9401,37.2212,5
92.7574,12.8234,6
50.1291,33.6434,5
64.2656,19.3196,1
53.9061,62.393,5
89.7135,7.97978,6
43.1505,51.0361,5
86.3505,25.1216,6
63.1427,17.0616,1
69.7304,98.0765,2
10.7628,94.6245,8
7.43289,93.1919,8
7.49213,37.4433,4
45.9943,65.7934,5
17.5295,21.4064,3
8.01529,75.4696,8
58.6276,0.772677,1
88.2931,8.75673,6
34.4161,52.5587,5
28.0763,88.3222,8
14.9517,17.7897,3
96.302,58.1021,9
68.8258,82.6525,2
83.2237,31.9686,6
99.7141,52.954,9
30.0451,10.4769,7
47.5785,37.478,5
3.66876,55.0707,4
74.9213,49.663,9
20.8641,92.4508,8
71.0694,28.8794,1
67.9204,29.6971,1
29.6521,56.2135,4
38.4538,64.0682,5
8.77217,66.5301,4
52.3904,23.7238,1
84.3198,48.6923,9
81.826,53.1456,9
31.3448,65.0496,4
85.1142,31.0589,6
18.0037,15.1593,3
41.5358,65.5822,0
52.6373,45.2045,5
20.6529,27.5586,3
94.8675,41.517,9
20.0094,65.9369,4
70.3964,87.9299,2
95.634,0.0484843,6
44.1434,34.0878,7
64.1166,52.9155,5
0.61784,16.507,3
76.6394,84.9376,2
65.1993,58.4653,5
38.0833,96.5441,0
23.515,23.1975,3
27.603,41.5186,4
38.3568,69.1387,0
7.10087,90.994,8
14.3432,27.7538,3
18.5527,9.21075,3
69.2708,38.5621,9
75.1477,39.6672,9
26.492,70.7817,8
39.7157,70.6354,0
4.86946,3.83235,3
23.5509,5.4873,3
20.3394,0.190245,3
90.4249,85.5387,2
58.6556,28.5082,1
82.0828,82.1705,2
51.7057,9.68573,1
23.6891,90.0624,8
78.8244,30.79,6
81.0565,93.1677,2
58.5438,99.6091,0
2.37843,27.8146,3
38.1713,77.5261,0
67.4818,64.6632,5
48.3078,7.19752,1
35.2986,53.1773,5
11.0299,58.8495,4
58.6646,31.3692,1
59.0397,49.0895,5
16.9079,17.6953,3
77.5977,98.9907,2
99.8658,29.3034,6
8.6764,23.5549,3
19.3658,87.5008,8
54.345,0.422312,1
80.6685,12.8887,6
0.0314526,83.047,8
40.7033,38.2027,5
60.5731,8.18517,1
2.86596,8.88087,3
15.3827,38.1646,4
62.0581,26.4126,1
97.0141,20.7227,6
57.7818,56.0538,5
69.8122,74.6897,2
73.7491,47.4099,9
73.6803,73.6149,2
76.7133,82.3567,2
97.1698,96.0792,2
69.8576,51.5148,9
96.5015,50.5261,9
64.4035,96.5329,2
33.5731,5.10688,7
34.7356,94.1461,0
13.292,37.6016,4
3.02701,28.6747,3
75.7662,65.0851,9
55.0873,72.7802,0
85.8078,12.8691,6
28.834,55.62,4
87.5588,2.58311,6
3.02996,61.2391,4
76.198,79.7433,2
43.5959,73.3678,0
75.8225,13.4534,6
24.8826,72.3239,8
63.9796,89.2861,2
68.8569,97.5526,2
94.393,3.59252,6
91.6988,7.68506,6
41.1941,94.7258,0
36.3598,16.9603,7
59.8109,91.4471,0
89.7405,45.6187,9
4.31617,18.5745,3
1.23878,91.8749,8
21.1576,4.26875,3
53.114,97.3556,0
84.012,96.7099,2
70.7235,59.8345,9
10.1633,95.6061,8
32.1585,74.1429,0
84.8922,1.01533,6
71.6955,79.2852,2
4.60785,63.3943,4
86.9703,45.802,9
58.12,23.3301,1
62.7623,17.9309,1
14.7772,52.5028,4
63.5497,19.0933,1
71.0773,64.7885,9
10.9683,92.2349,8
69.0572,64.0823,9
89.5905,53.0693,9
60.7922,60.314,5
12.9038,70.9555,8
55.9201,45.0622,5
45.0984,40.8122,5
46.0775,16.7939,7
20.0975,50.6854,4
80.1882,7.06773,6
96.4874,38.3083,9
30.3978,59.2496,4
56.2392,45.1749,5
11.7524,19.7889,3
64.2683,82.8297,2
84.5773,75.2365,2
75.0646,53.6346,9
39.3188,64.6551,5
6.70381,0.111001,3
24.9691,19.6076,7
71.0665,80.8892,2
64.6698,16.165,1
21.7014,10.7473,3
32.9589,41.7989,4
61.4327,13.1471,1
48.8666,57.9201,5
51.4554,79.2644,0
17.1697,7.69457,3
24.4394,28.9221,7
27.4834,88.7076,8
11.7518,12.0608,3
63.9441,86.8164,2
65.6954,3.26294,1
51.4715,72.3992,0
3.37394,76.4406,8
92.0067,74.4405,2
57.3298,56.6765,5
90.6054,79.0313,2
67.4239,23.5643,1
20.8302,28.8566,3
36.7115,69.6968,0
86.7767,88.1668,2
48.9612,3.94637,1
95.8614,73.4006,2
32.8685,23.3449,7
62.1082,44.6202,5
35.4057,26.0523,7
31.4366,1.10102,7
29.3152,82.9081,8
73.5002,32.6892,6
59.3488,65.5069,5
7.12964,16.6786,3
22.1834,97.7351,8
95.7099,89.6073,2
21.2994,16.54,3
18.4639,58.0109,4
86.2368,5.24053,6
46.1777,35.198,7
9.18689,42.0391,4
8.59859,42.0554,4
65.384,70.7068,2
86.6756,0.789685,6
96.7591,18.1122,6
1.8907,26.0743,3
1.02031,75.3909,8
58.7635,60.3691,5
40.8978,65.8931,0
77.0476,63.0813,9
63.6282,72.7575,0
52.6886,84.9276,0
89.2975,71.1524,2
42.9385,75.5344,0
76.393,89.1162,2
10.7324,85.5799,8
31.1554,19.331,7
27.6352,96.5394,8
90.0377,14.3108,6
97.3291,86.7968,2
32.423,99.2198,0
12.8711,33.4433,3
74.6106,71.6346,2
93.8124,15.5084,6
37.5277,70.86,0
78.5897,1.15585,6
43.6175,31.2783,7
86.0834,32.9151,6
2.43069,29.0219,3
8.44941,78.8237,8
18.1381,19.1818,3
64.4035,49.2935,5
38.5128,92.0387,0
45.8328,28.5505,7
6.34953,43.1619,4
15.3473,38.7725,4
42.3816,28.2184,7
72.2158,16.9923,1
99.853,66.0282,9
32.5007,37.3807,7
36.8882,11.0904,7
38.5365,80.5057,0
42.3687,24.6199,7
13.4208,44.7994,4
53.6419,21.8702,1
23.623,71.78,8
41.052,88.0265,0
21.0734,79.5648,8
80.0653,66.9063,9
8.11534,86.4148,8
10.0681,23.4627,3
25.1873,52.4498,4
51.6811,97.4032,0
69.4421,51.5341,9
63.4314,1.94279,1
88.9148,0.319599,6
13.0332,27.4513,3
80.8253,55.4019,9
52.0712,94.2461,0
0.201275,5.71309,3
16.1163,23.8243,3
77.4931,57.1684,9
11.8508,98.5665,8
36.7332,91.9161,0
65.4727,44.8485,5
78.3309,75.5409,2
68.3112,3.5182,1
27.9907,19.9923,7
0.921356,97.4327,8
71.5264,64.3527,9
99.3755,60.4412,9
64.6723,12.4087,1
87.8924,45.4977,9
67.8106,39.9637,5
39.7438,68.0119,0
45.6768,55.8601,5
91.8362,23.1698,6
13.0285,3.68703,3
21.7363,49.7616,4
95.6031,87.209,2
94.6101,73.934,2
62.7499,62.9213,5
77.4522,90.7405,2
82.9136,78.3736,2
88.1733,54.4399,9
42.7263,87.5488,0
14.8811,7.39861,3
99.9575,2.77353,6
52.8963,67.7681,0
42.7372,92.6401,0
35.78,88.4139,0
48.5002,27.6161,7
11.5838,61.5287,4
31.3032,33.32,7
11.2904,26.9063,3
20.5291,5.90049,3
0.84029,83.2789,8
68.8218,78.2925,2
74.0195,51.7353,9
56.666,62.1927,5
6.17529,99.3923,8
49.7415,21.0564,7
6.79094,49.699,4
23.8299,59.6872,4
17.467,66.5671,4
52.3273,53.247,5
54.981,0.827511,1
80.8631,66.5648,9
62.3562,12.1663,1
99.8848,73.6466,2
39.0726,20.4139,7
79.5471,39.9129,9
3.69283,48.3688,4
18.2054,77.7123,8
0.104182,74.8714,8
39.9051,6.27947,7
74.2637,89.6466,2
27.3358,81.0547,8
39.3455,51.1657,5
40.7419,56.8126,5
17.7328,93.0692,8
10.0596,72.7139,8
93.8967,90.9227,2
39.2787,56.2529,5
3.08897,39.1635,4
29.8995,42.1615,4
59.5774,9.44654,1
82.0744,63.2702,9
57.8154,0.279764,1
40.9825,57.9196,5
75.1512,80.8876,2
64.199,49.4149,5
70.5342,91.5349,2
30.4696,9.87971,7
42.7006,71.2114,0
66.6923,60.4335,5
64.2806,76.7518,2
33.1474,58.1773,4
67.6745,72.426,2
14.4302,70.7635,8
11.5895,44.3297,4
12.925,71.1669,8
53.7762,94.9994,0
34.4371,11.5916,7
95.2792,75.4196,2
69.5111,70.4304,2
56.3072,33.7102,1
19.8453,26.8414,3
25.2451,50.3148,4
36.7211,67.9457,0
21.5262,3.41338,3
28.3791,85.8068,8
80.1652,61.5265,9
43.9841,47.8397,5
33.9525,58.4143,4
18.6032,45.542,4
2.74398,31.5282,3
16.7089,56.5202,4
26.5277,51.146,4
68.1118,21.8069,1
26.5657,37.6229,4
92.2372,82.8729,2
71.3331,12.0825,1
9.71429,96.5782,8
62.3973,46.4354,5
64.5238,83.9235,2
49.8488,92.903,0
69.7304,30.014,1
54.4295,13.7145,1
77.8537,88.382,2
72.1288,96.4569,2
33.924,74.8728,0
27.9851,50.633,4
31.393,54.5128,4
1.77902,99.5047,8
76.3197,28.3447,6
37.1277,68.5569,0
11.2176,8.46076,3
80.6394,20.9319,6
5.03892,43.0367,4
67.3673,69.5627,2
26.9602,17.216,7
62.4657,96.6905,0
47.23,16.8952,7
10.405,25.0837,3
5.2772,82.5338,8
21.5406,39.2012,4
57.4066,49.5257,5
89.8342,88.7995,2
4.03855,91.6132,8
88.3043,80.3582,2
19.9579,25.4319,3
48.9151,31.1755,7
33.8927,29.5545,7
52.1074,38.9316,5
72.5911,19.4746,1
8.49434,99.5513,8
36.6906,70.9601,0
96.2418,83.9206,2
87.8553,6.64682,6
9.00434,93.1325,8
89.1806,30.5449,6
32.3337,46.5872,4
80.0707,22.1679,6
35.3867,84.1092,0
13.7811,23.6909,3
64.4675,33.739,1
49.1229,13.3826,1
64.9145,83.0155,2
42.9371,17.0219,7
21.9471,15.5282,3
36.4965,30.4415,7
15.0795,73.1871,8
1.40155,11.3213,3
57.1078,89.2568,0
17.9682,66.1121,4
82.3893,7.14878,6
96.6571,14.723,6
53.7359,76.7278,0
36.8909,89.1226,0
60.837,50.672,5
12.8136,25.3045,3
84.411,61.9364,9
38.6871,49.3256,5
44.952,81.6241,0
66.3475,66.8991,5
97.1523,2.84399,6
97.3406,12.2319,6
76.0311,98.7422,2
23.5532,33.1389,7
87.999,41.5214,9
99.251,70.3882,2
48.6702,95.9081,0
85.1112,2.4061,6
72.6359,22.0021,1
91.5287,33.4729,6
72.6741,4.34232,1
58.7773,57.0851,5
66.2788,97.4644,2
6.41068,11.2308,3
79.0885,72.7582,2
78.1299,76.2409,2
75.6021,75.4705,2
88.4727,51.6333,9
74.2127,12.026,1
84.7722,62.2116,9
53.5473,84.0232,0
32.5999,2.21748,7
79.9313,17.7111,6
4.62358,52.5672,4
39.7131,96.1523,0
86.0401,12.3872,6
0.494636,44.8174,4
69.4723,66.7734,2
42.2818,75.8829,0
78.0042,21.3704,6
48.6411,56.1341,5
97.6112,24.2433,6
31.6046,86.084,0
75.8765,5.81725,6
98.1099,60.6487,9
68.0289,51.6573,5
44.672,0.628753,7
53.8747,24.6033,1
18.3398,58.4983,4
77.1705,58.0529,9
54.6506,63.2106,5
70.4401,55.1453,9
8.02798,39.9124,4
21.9187,50.3098,4
15.7953,99.9228,8
71.6802,64.4364,9
56.0569,69.2914,0
88.6797,87.6615,2
55.3754,64.5562,5
93.4787,53.4853,9
25.2049,61.5076,4
5.14257,69.8769,8
62.1364,59.0173,5
94.4802,80.4762,2
17.5156,71.6507,8
38.5291,72.1662,0
34.8613,8.96918,7
27.3115,42.8892,4
48.8815,49.2302,5
93.199,64.6768,9
49.153,64.8792,5
29.1132,5.20991,7
34.1706,17.7929,7
92.8714,89.546,2
82.3491,86.3501,2
43.0313,7.55403,7
47.8577,48.1738,5
77.4309,9.99407,6
7.19114,71.9111,8
90.4702,24.7068,6
43.5618,28.9993,7
96.873,78.4231,2
37.9685,24.1845,7
21.3124,86.85,8
73.4147,14.5114,1
51.5269,22.5677,1
79.3906,80.6401,2
27.7776,13.5612,7
98.433,20.649,6
3.10711,80.7821,8
6.99911,46.1384,4
88.3361,54.8568,9
94.3122,65.7671,9
64.8509,1.50335,1
37.6782,55.3211,5
26.2101,81.2401,8
84.3205,23.0831,6
59.6632,22.289,1
47.2676,80.9756,0
9.13901,20.6823,3
95.4869,60.6659,9
43.25,74.8775,0
41.306,71.0276,0
88.4387,39.739,9
91.6766,91.5458,2
20.5211,98.6757,8
37.6842,8.85729,7
53.5325,31.9964,1
74.6244,18.3834,6
33.4997,12.3026,7
73.7046,59.7098,9
93.5427,58.025,9
82.7929,53.2059,9
80.314,30.0606,6
34.1814,89.453,0
50.7429,29.6684,7
50.1189,93.9929,0
4.54592,91.4249,8
65.0205,92.9846,2
31.1639,56.6971,4
84.5304,51.6851,9
55.3729,22.2146,1
60.5424,8.90541,1
54.211,35.1667,5
27.2888,87.7107,8
47.4693,0.993412,1
47.4205,41.012,5
59.0184,30.2135,1
94.2179,39.3324,9
60.274,28.3993,1
28.7854,11.0169,7
58.0677,78.9043,0
5.0098,62.6137,4
70.3292,70.0303,2
55.5983,1.49313,1
26.7274,40.1287,4
53.1782,82.1003,0
62.3432,13.7206,1
91.0057,16.5542,6
48.8873,18.2946,7
4.26487,96.3566,8
19.288,51.6854,4
37.3686,78.3064,0
81.8988,31.5865,6
17.6388,42.1729,4
59.9859,46.4242,5
53.1898,18.0536,1
25.3285,58.1996,4
80.6673,95.6577,2
28.2299,36.2655,7
97.1509,54.9573,9
76.3942,50.3291,9
37.0576,38.7374,7
64.0496,28.0634,1
55.2916,12.9369,1
46.3579,59.5565,5
9.29352,65.6459,4
11.2419,46.6622,4
43.9523,93.1407,0
78.2487,61.5911,9
35.3136,38.2346,7
8.01538,88.5034,8
56.2882,33.3439,1
46.703,36.9555,5
29.0017,74.9329,8
73.221,26.1525,1
29.8902,49.6152,4
76.4816,66.9478,9
88.3527,40.5312,9
95.0112,43.6443,9
53.4681,41.3691,5
3.20077,62.7617,4
7.01506,14.4426,3
9.42382,50.9674,4
7.58334,87.6725,8
12.5585,42.8969,4
25.9071,20.5739,7
31.4003,82.1954,0
53.9178,78.1033,0
19.1509,82.9195,8
53.0361,92.3719,0
9.072,82.9263,8
41.9872,85.5536,0
49.8742,30.3398,7
26.0848,44.8854,4
73.9841,79.553,2
86.2545,77.1849,2
42.3146,93.2696,0
91.6275,51.7384,9
44.237,99.2109,0
39.411,56.7955,5
42.1078,65.3181,5
77.3694,73.5081,2
47.5134,31.2872,7
51.6114,66.6643,5
14.2067,4.64748,3
59.0362,23.2787,1
87.5738,1.02336,6
8.83232,37.448,4
31.3632,34.9172,7
82.3334,5.34731,6
14.4701,68.5879,8
82.5322,56.7847,9
61.8575,74.1597,0
8.52317,6.09449,3
73.3706,47.9341,9
62.89,15.4784,1
13.2522,40.2594,4
88.9865,60.7656,9
71.5467,40.5978,9
27.4299,85.7534,8
45.2453,86.4661,0
9.03209,32.8191,3
87.4895,17.8644,6
70.2671,18.8527,1
52.7816,52.6004,5
24.2,67.2517,4
21.1884,6.7322,3
24.0364,83.0459,8
80.8919,32.5596,6
89.1404,54.2625,9
80.4937,52.0304,9
69.7409,93.7459,2
92.2898,58.7273,9
54.5116,63.8364,5
99.3251,81.9415,2
49.5898,44.5704,5
68.4076,58.6219,9
77.3895,55.8972,9
76.4863,47.6566,9
74.7498,29.2679,6
0.25703,98.9499,8
96.5196,21.4454,6
5.68205,20.556,3
4.49125,86.574,8
53.1155,93.6316,0
40.8364,33.6093,7
45.662,10.5773,7
27.3552,37.9517,4
69.3046,81.8667,2
1.78816,68.6297,8
63.8082,51.378,5
13.2002,32.2159,3
9.99985,90.5897,8
88.113,86.4862,2
38.2462,62.8629,5
15.754,38.5033,4
61.8127,12.2736,1
59.9487,67.4948,5
32.8295,64.4399,4
54.0687,85.9451,0
58.0715,94.9052,0
19.5543,3.73346,3
5.48248,46.9095,4
41.6852,74.7871,0
28.7762,43.4734,4
43.4168,92.5845,0
94.8513,56.617,9
24.8003,4.85117,3
47.2067,12.9133,7
91.3373,85.4529,2
75.7762,7.09135,6
23.9562,37.5889,4
19.3649,83.9049,8
5.08369,52.1945,4
48.3448,59.1524,5
38.1396,6.41627,7
54.0576,57.6939,5
10.1497,59.5401,4
4.60342,51.8349,4
34.3272,33.3797,7
95.3083,77.744,2
25.9641,90.1596,8
34.361,50.7645,5
95.0108,81.5677,2
63.6778,86.3481,2
67.0206,39.454,5
93.4394,90.9768,2
77.0429,12.8044,6
74.8816,82.1266,2
64.9988,23.2264,1
41.2791,3.13838,7
29.6426,95.3367,8
60.8323,39.7924,5
54.8767,65.4357,5
91.6273,89.2039,2
98.8154,86.9356,2
66.9479,24.7795,1
77.0952,1.30893,6
75.5439,72.1059,2
82.8766,39.2217,9
58.454,49.8972,5
78.6758,51.8934,9
40.8739,55.7187,5
64.6978,15.7555,1
37.8453,29.6966,7
38.9819,79.1244,0
32.835,68.6246,0
74.461,93.6673,2
8.41693,29.3378,3
59.103,0.0442343,1
18.5417,57.9183,4
86.9798,85.4896,2
82.6978,64.075,9
86.7985,58.2418,9
36.1809,69.6751,0
97.4635,94.6349,2
19.5723,76.1393,8
46.5284,60.4462,5
31.858,11.2262,7
76.2018,69.7033,2
40.9228,15.1837,7
48.8277,73.7578,0
83.8082,23.2887,6
67.425,92.2252,2
52.6265,26.528,1
92.2694,71.1682,2
84.4464,79.2492,2
56.6577,67.1442,5
43.3242,43.4563,5
25.386,79.5051,8
13.1314,22.8495,3
74.14,32.7036,6
98.9888,20.6684,6
93.1498,30.8468,6
31.8946,69.3516,0
0.550107,72.8173,8
84.5353,49.3778,9
46.5751,68.3435,0
72.6665,14.0001,1
60.5687,25.293,1
40.5281,52.8381,5
96.4612,24.9745,6
32.0873,53.119,4
92.1187,75.4115,2
96.5752,17.5047,6
54.9166,9.70657,1
40.3542,29.0566,7
42.4102,39.343,5
49.725,35.5601,5
70.1897,81.6196,2
4.91166,70.7399,8
54.4369,89.4469,0
20.1177,1.012,3
57.7904,92.7842,0
15.0121,18.3591,3
18.0773,55.5403,4
71.1972,14.5385,1
80.5148,3.28446,6
67.6574,72.6335,2
78.6959,64.2326,9
90.1381,33.6125,6
73.9392,30.4923,6
62.6691,16.3494,1
69.8352,12.3941,1
51.9094,40.025,5
94.0137,56.8211,9
10.7648,48.4506,4
46.268,30.8825,7
49.4626,4.05846,1
23.6667,64.4747,4
22.4176,41.744,4
20.015,93.6147,8
56.2824,0.52981,1
96.8992,23.9398,6
73.1633,75.5951,2
88.1725,63.3014,9
9.20767,62.1116,4
93.7937,71.8768,2
78.461,63.6289,9
84.271,30.3705,6
3.65393,78.2847,8
87.1916,14.4188,6
26.7353,33.4596,7
45.3013,76.1979,0
37.5181,68.968,0
40.6727,59.9356,5
10.712,60.6877,4
53.5504,66.9944,5
61.2175,50.4496,5
90.9343,34.3808,6
26.0447,79.1067,8
97.6822,35.2524,6
41.2184,91.4759,0
7.12921,19.6794,3
55.1048,91.4002,0
50.0499,58.7587,5
69.6848,37.2415,9
73.1775,96.4201,2
70.7011,18.4788,1
72.618,8.21915,1
87.4468,13.2907,6
68.1548,98.1588,2
73.9784,21.7052,1
65.1532,35.1959,1
72.1548,56.0875,9
69.5766,98.1995,2
35.1942,67.2588,0
33.4519,76.4125,0
58.7347,40.5811,5
96.0919,13.8395,6
31.9813,46.1418,4
72.5982,1.66616,1
83.3833,45.7757,9
98.0863,54.0843,9
64.2545,70.7043,2
62.3035,51.7013,5
83.995,30.4583,6
49.8601,57.9734,5
52.1635,15.0133,1
93.1692,24.3183,6
71.1008,62.7459,9
22.5178,6.29492,3
30.0047,55.9697,4
82.7075,88.7393,2
96.5508,78.7994,2
2.57882,28.5321,3
24.9412,75.177,8
30.1983,8.32443,7
20.9527,28.2846,3
62.4088,85.2072,0
98.9889,24.7123,6
36.9086,82.9839,0
55.1706,86.7686,0
40.9573,7.33403,7
1.78194,34.1266,3
31.6523,72.8827,0
96.8724,54.1701,9
79.1776,26.8771,6
10.1398,61.8851,4
15.6165,6.69059,3
40.6844,18.1953,7
35.2227,65.6256,0
93.3723,65.421,9
73.9501,14.325,1
93.7056,36.3588,9
99.5323,92.6945,2
61.0711,36.4408,5
75.6785,16.2416,6
23.2095,16.6358,3
23.5757,24.9914,3
50.7623,55.228,5
97.8741,47.6348,9
9.39801,77.0517,8
74.5119,19.5378,6
38.9368,90.1284,0
26.2283,79.6213,8
8.32369,61.4511,4
45.2469,1.696,7
26.8721,19.1969,7
16.021,20.5777,3
55.5558,15.5533,1
13.2722,16.6269,3
51.9942,88.9507,0
32.8685,75.2037,0
5.58648,56.4442,4
0.19508,56.3488,4
11.6721,98.0692,8
3.98362,21.0701,3
75.121,78.4955,2
40.6079,14.0578,7
68.6239,66.8362,2
93.679,76.9476,2
28.2873,38.9259,4
78.6436,55.1594,9
58.1229,94.6647,0
75.7371,13.6786,6
10.218,89.0094,8
30.3055,62.2122,4
77.9601,63.174,9
37.4158,83.5465,0
19.6181,37.6109,4
39.8954,31.2902,7
35.6801,43.879,5
52.3604,10.801,1
22.3745,92.9683,8
24.8588,90.9985,8
59.8045,18.5379,1
67.9461,88.0918,2
57.4638,46.5897,5
43.2512,15.5866,7
41.2543,18.9883,7
29.2653,51.4723,4
7.9977,59.5707,4
13.6845,85.9578,8
22.7447,51.1003,4
69.5043,42.3628,9
88.7112,9.39969,6
73.6531,24.3913,1
53.2787,26.0135,1
35.1923,75.6532,0
18.9817,60.0511,4
66.6517,78.7862,2
78.589,34.5977,9
66.878,36.0528,1
81.1874,10.1292,6
51.6394,22.4418,1
29.1175,80.9047,8
73.9141,37.1152,9
40.4754,87.5986,0
23.073,63.2201,4
38.6989,92.5773,0
5.58297,27.4101,3
1.97701,79.2361,8
51.8013,55.2557,5
5.24953,86.9936,8
30.9089,24.2312,7
47.0448,97.5606,0
3.01744,25.6338,3
32.1583,69.8954,0
61.6865,13.3458,1
80.0247,13.3259,6
35.7876,9.14219,7
94.2306,9.70168,6
46.2574,34.706,7
97.3003,69.3304,2
97.9261,35.9992,9
61.9078,3.50906,1
63.4093,63.8848,5
82.7451,15.2106,6
19.1405,87.9946,8
2.20427,50.0494,4
12.2259,49.249,4
47.61,15.2433,7
74.8828,79.7683,2
85.1388,36.5693,9
93.1141,65.1634,9
49.8952,28.9016,7
74.3056,44.1258,9
38.6033,20.5631,7
78.8317,35.9036,9
89.8935,76.7578,2
71.9028,51.8013,9
80.2669,35.3121,9
15.686,63.012,4
50.5227,34.8265,5
51.0066,52.7269,5
84.8759,63.2325,9
1.97598,32.4859,3
78.4759,76.8588,2
12.2541,63.6146,4
13.4281,5.3682,3
28.7781,63.3233,4
34.2698,3.08368,7
7.44906,72.8731,8
23.6467,86.2808,8
8.77667,13.5402,3
63.0386,80.6795,0
65.3415,43.3055,5
15.9915,81.0275,8
6.31749,66.5142,4
15.8541,57.3241,4
19.2411,0.729963,3
20.5567,21.2171,3
33.2158,99.0325,0
98.0759,45.47,9
62.6472,11.5039,1
50.8382,91.4252,0
74.8272,85.108,2
94.5089,82.2763,2
57.9811,18.1557,1
68.5571,66.7577,2
31.6959,31.5957,7
47.4372,97.0374,0
74.9012,63.4287,9
78.065,81.2187,2
29.9429,93.919,8
38.5428,49.184,5
94.649,59.0995,9
70.401,27.8648,1
58.132,68.4769,5
73.3348,20.7792,1
79.9808,24.1729,6
12.2044,54.808,4
9.28091,6.71338,3
37.0843,67.262,0
24.869,5.64136,3
34.0197,56.565,4
37.237,81.4569,0
53.6024,12.1382,1
44.8856,31.6673,7
93.3569,74.8285,2
25.5863,31.8997,7
24.0124,20.2353,3
90.9992,94.4135,2
48.1001,49.1312,5
62.8904,21.4349,1
69.9104,42.8712,9
45.6078,82.1148,0
97.6792,54.8888,9
88.8282,34.7635,6
22.1507,13.6973,3
40.4049,56.1704,5
70.2622,77.6419,2
37.6273,23.8646,7
89.7801,82.5129,2
55.5319,83.137,0
57.3414,81.1182,0
15.0367,81.3538,8
